,Gender,Minor,Ethnic,Orientation,mother_edu,father_edu,Year,International,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion,academic,stress,GPACateg,Sleep,Missing_classes,Homework,Exercise,Office_hours
718,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.969,4.55,20,7,4,2,5,2,3,4,3,2,4,2,2,2,3,3,2,1,1,4,4,5,1,1,4,5,5,5,5,5,5,"Having a social support group at UCLA has been a great pillar for my success throughout college as it provides a group to lean on and socialize with, struggle with in academics, and turn to in times of need. Specifically, when I found out my father was diagnosed with cancer, my roommates and close friend group were the first people I turned to for a shoulder to lean on and speak comfortably about my emotions such that I could cope with circumstance in a healthy manner.  ",Large class sizes inhibit my success at UCLA by preventing more personalized relationships with professors and resources allocated to students individually.,High Value,71.9,41.7,88.9,12.5,25,90,46.4285714285714,high,4,2,4,2,3
719,Female,0,Asian,Heterosexual,High school or less,High school or less,Sophomore,0,0,0,1,1,3.86,3.91,12,8,3,1,5,3,3,5,5,4,4,2,4,2,5,4,4,1,3,4,4,4,2,2,4,4,5,5,4,3,3,"definitely friends I've made here because they're so supportive, professors that give many many resources for us to succeed (Professor Lavelle provides so much resources for Chem and I love it because I suck at Chem)","workload from classes and extracurricular commitments, also the many many rejections I've gotten from organizations",Average Value,53.1,58.3,66.7,37.5,41.7,77.5,71.4285714285714,high,3,2,4,3,3
720,Female,1,Others,Heterosexual,Four-year College,Two-year College,Junior,0,0,1,1,1,3.1,4,20,4,3,3,4,3,1,5,3,2,5,3,5,2,3,3,3,4,4,3,3,5,3,5,5,3,2,4,5,4,4,Ethnic empowerment orgs,"Feeling alone, home and personal problems, feeling minoritized at the school",Average Value,59.4,83.3,44.4,62.5,83.3,65,71.4285714285714,low,3,3,4,3,2
721,Female,1,Asian,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,1,1,3.74,3.87,2,20,2,1,5,1,5,5,3,1,1,1,2,2,3,2,4,1,5,4,4,4,2,2,4,5,5,5,4,4,5,I go to office hours almost all the time. I also form study groups and try to understand concepts instead of just memorizing information.,Make sure you have a few VERY close friends you can lean back on. You'll need a strong support system if you want to survive here.,NA,62.5,8.3,69.4,50,41.7,82.5,35.7142857142857,high,2,2,4,2,4
722,Female,0,Calcasian,Homosexual,Graduate or Professional Degree,Four-year College,Freshman,0,0,1,0,1,3.6,4.67,4,10,3,3,5,5,3,4,4,1,1,1,1,1,5,3,5,4,5,3,4,4,1,2,4,3,5,5,4,4,4,NA,NA,High Value,50,0,58.3,81.3,33.3,75,46.4285714285714,high,3,3,4,4,3
723,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.9,4.22,20,8,3,2,5,1,2,5,4,2,2,2,5,2,3,4,5,4,3,1,2,4,2,2,4,4,4,5,4,4,5,"-being in community with my fellowship! I've made a majority of my friends through this club.
-my high school. I feel like my high school did a really good job preparing me for the rigor and workload at UCLA.
-supportive family. My family is always glad to hear from me when I call home and I enjoy my conversations with them.
-supportive mentors. They're not official mentors, but older people throughout my time here at UCLA have helped me through difficult emotional and social moments in my life. They've also really encouraged me to try things I would have never been brave enough to try. I've had a lot of cool experiences because of some of these people. 
-interesting classes. I've really enjoyed some of my classes because I've opportunities to explore some of my very niche interests. 
-cultural nights. They've really inspired me to embrace my Asian American identity more. I'm more interested in learning about what it means to be Asian-American and fully appreciate my culture. ","-my stress/anxiety when it comes to exams and academics. I feel like I don't have a healthy coping mechanism and that I'm worrying and abnormal amount. I've been told that I stress so much that I start to stress other people around me (who don't usually get stressed). 
-lack of emotional understanding. I don't think I understand my emotions very well and how to process them. Therefore, I think I can run myself into the ground sometimes without noticing. Or I feel like my exhaustion and stress are normal. 
-imposter syndrome. Everyone here seems to be doing a lot. UCLA definitely feels very competitive. 
-dissatisfaction with myself. I have trouble feeling content with myself in every aspect. I have trouble recognizing my achievements. I struggle with body image. I feel like I can't compete with others. I'm always comparing myself to others.
-don't understand my mental health. I've never seen a therapist, though I feel like it might help. I don't know how mentally healthy I am. 
-procrastination",High Value,40.6,50,63.9,81.3,41.7,67.5,64.2857142857143,high,3,2,4,2,2
724,Male,0,Asian,Heterosexual,High school or less,Four-year College,Senior,0,0,1,0,1,3.4,4.2,30,30,3,2,5,2,2,5,1,4,3,4,3,3,3,2,5,2,4,3,3,4,3,3,3,4,2,4,4,3,4,"studying, work, joining many orgs",non academic commitments ,Low Value,43.8,58.3,58.3,62.5,50,55,57.1428571428571,low,3,2,4,2,2
725,Female,0,Asian,Heterosexual,Four-year College,High school or less,Junior,0,0,0,1,0,3,4,0,10,3,2,5,2,1,4,1,2,5,4,5,1,4,2,5,5,5,2,2,2,3,3,3,2,3,5,3,2,3,My parents always give me perspective when i am having a hard time at UCLA,Myself and the people around me can inhibit me in some ways.,Average Value,25,91.7,41.7,93.8,50,37.5,75,low,3,2,4,2,2
726,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,0,0,1,3.8,4,2,2,3,4,5,3,2,5,4,1,4,2,4,4,4,5,5,1,5,1,4,3,5,3,4,1,2,5,1,1,3,"My 4 friends are all smarter than me, so they help me in my classes. Emotionally they keep me company when I get icecream after a bad midterm. Socially, they are the people I get icecream with and keep me out of my apartment.","I am kind of slow, so I am unable to learn things as quickly. I also don't make friends that easily so it has inhibited my success in other fields besides academics.",Average Value,28.1,58.3,27.8,75,75,37.5,75,high,3,4,4,3,2
727,Female,0,Calcasian,Heterosexual,High school or less,High school or less,Junior,0,0,1,0,1,3.537,4.6,10,30,2,2,5,3,3,5,2,2,4,5,3,3,4,4,5,2,2,3,3,5,3,2,1,2,2,4,2,2,4,My boyfriend has been a big part of my support system and someone I always lean on. I am also an independent person which only strengthened when I moved away from home.,"My parents are sometimes not understanding of how difficult UCLA really is which adds unnecessary stress to my already hectic workload. Working has also taken a lot of time out of my day, and figuring out what I want to do with my life has also added a lot of stress.",Average Value,37.5,75,61.1,50,25,47.5,67.8571428571429,low,2,2,4,3,3
728,Female,0,Asian,Heterosexual,High school or less,Two-year College,Junior,0,0,1,1,1,3.6,4.8,10,50,2,3,4,2,1,4,4,2,3,4,2,2,4,4,4,2,3,4,3,2,2,4,3,4,3,4,4,3,2,Making friends in classes and having a support group has been very helpful.,I think the quarter system makes it hard to succeed at ucla especially for stem majors taking multiple classes with two rounds of midterms. The amount of midterms we have to take in such a short span of time makes it hard to succeed academically while making time for other aspects of our lives.,Average Value,43.8,50,58.3,43.8,50,57.5,60.7142857142857,high,2,3,4,2,2
729,Female,0,Asian,Heterosexual,High school or less,High school or less,Sophomore,0,0,0,1,1,3.86,3.91,15,5,3,1,5,3,3,5,5,4,4,2,4,2,5,4,4,1,3,4,4,4,2,2,4,4,4,5,4,3,4,"the friends I've made here are so supportive and I love hanging out with them, professors that provide lots of resources for us to succeed in the class (Professor Lavelle is the best in providing lots of resources for Chem especially for students like me who aren't good at Chem)","workload of classes and extracurricular commitments clashing with each other, the amount of rejections I've received for extracurricular organizations/clubs :(",Average Value,53.1,58.3,69.4,37.5,41.7,77.5,71.4285714285714,high,3,2,4,3,3
730,Male,0,Asian,Homosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.95,4,10,10,2,4,3,3,3,4,4,3,4,2,2,3,5,4,4,4,4,2,1,5,3,3,3,4,5,5,4,4,4,support network,"friendship fallouts, drinking/partying/smoking too much and overall drama, roommate conflicts/menial/unnecessary conflicts due to the whole roommate situation which gave me a LOT of anxiety during my last two years here at UCLA.",Average Value,40.6,41.7,52.8,75,50,70,60.7142857142857,high,2,4,3,3,3
731,Female,1,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.2,3.8,80,10,2,2,4,3,2,2,2,1,3,2,3,1,4,4,5,4,5,2,2,4,2,2,4,4,4,5,4,3,5,NA,NA,Average Value,31.3,41.7,61.1,87.5,41.7,62.5,64.2857142857143,low,2,2,4,3,2
732,Male,0,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,1,0,0,1,3.1,3.9,50,5,2,4,5,5,3,4,1,4,5,3,4,3,5,5,5,4,5,3,4,4,4,2,4,4,4,5,4,4,2,Perseverance,Worrying all the time,Average Value,34.4,75,41.7,81.3,58.3,62.5,85.7142857142857,low,2,4,4,4,3
733,Male,0,Others,Heterosexual,High school or less,Four-year College,Junior,0,0,1,0,1,3.6,4,10,10,3,2,5,4,2,4,3,2,4,2,4,1,3,3,5,4,4,2,2,1,1,1,2,4,3,5,4,4,4,"It's hard to be specific but one thing that helped a lot was my connections. Not to UCLA directly but to people in the scientific world who helped get me interested in and experience with stem very early on. In addition, I grew up with enough wealth to be able to afford college which has helped me greatly.","I'm quite extroverted which is a hard trait to live with as someone with high functioning autism. I struggle to relate to other people but I live for human interactions. Navigating this was a massive struggle throughout middle and high school and I've only recently in my life managed to ""solve"" it.",Average Value,34.4,58.3,72.2,81.3,8.3,55,57.1428571428571,high,3,2,4,4,2
734,Female,0,Others,Heterosexual,Two-year College,Two-year College,Junior,0,0,1,0,1,3.4,4.3,5,10,4,2,5,4,3,3,1,1,2,3,4,4,3,4,4,3,4,4,3,5,2,1,4,4,2,4,4,4,4,I did the AAP Freshmen Summer Program which helped me meet a bunch of new people as soon as I got to UCLA so I didn't feel as overwhelmed when starting Fall quarter of my freshmen year. This helped because the AAP community is very supportive and provides a lot of resources for the students. ,I came from a city that did not have that many resources for students who were interested in pursuing a career in stem. My high school didn't even offer chemistry which was a major setback being pre-med and coming into a school as prestigious as UCLA. ,Low Value,50,50,58.3,56.3,33.3,62.5,60.7142857142857,low,4,2,4,4,3
735,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.923,4.3,3,10,2,3,4,5,2,4,5,1,1,4,4,4,4,4,5,5,4,4,5,5,1,3,4,4,5,5,3,4,5,"Having several groups of friends separate from each other has been helpful to reducing social anxiety - therefore, participation in multiple different clubs has been helpful for me","I sometimes get the impression that since UCLA has so many students, the process of ""getting involved"" takes a lot more effort than it seems. It often feels like there's a lengthy application to so many clubs and majors that I think the application progress has deterred me from pursuing more things in the past.",High Value,62.5,50,50,75,41.7,87.5,67.8571428571429,high,2,3,4,4,2
736,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.5,3.7,1,20,3,2,5,3,1,4,5,3,1,1,4,4,5,4,5,1,2,3,4,4,1,3,2,5,3,5,5,5,5,My roommates freshman year really made the transition to UCLA extremely smooth and I am still such good friends with them. They really made the transition so easy and I got so lucky meeting them.,N/A,Average Value,53.1,25,80.6,43.8,25,85,53.5714285714286,low,3,2,4,3,2
737,Female,1,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.76,4.68,20,20,3,2,5,2,2,4,2,1,1,1,4,2,5,4,4,3,3,3,4,4,2,4,4,4,5,5,4,3,5,being a part of clubs and having a tightly knit group of friend,overwhelming work and school load,High Value,40.6,25,61.1,56.3,58.3,72.5,57.1428571428571,high,3,2,4,2,2
738,Female,0,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,0,0,0,1,1,3,4.2,10,0,3,2,5,2,4,5,2,1,4,2,4,3,5,4,5,4,3,2,4,4,3,4,5,3,2,5,4,2,3,The most helpful factor at UCLA has been my sorority Phi Lambda Rho because there are many sisters from a variety of majors and we are all women of color and understand the challenges that we face. It is extremely empowering and helpful to know that I have a support system here at UCLA. ,"The fact that there are not many people of color here has been challenging because I feel excluded and other people often take up the space. also it is extremely competitive and classes are often regarded as ""weed out"" classes which Is disheartening to hear because we should be in classes to prepare us for our intended careers instead of making us feel like if we do bad in a class it is over for us and we should look into something else. ""Weed out"" classes are intended for low income people of color to not succeed which is why you see the demographics of STEM majors and careers unequal are more towards white people.",Average Value,31.3,58.3,41.7,75,75,52.5,78.5714285714286,low,3,2,4,2,4
739,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,0,0,0,0,1,3.1,4.8,3,5,3,1,5,4,3,1,3,2,4,3,2,2,4,5,1,5,1,3,1,4,3,4,2,3,4,1,3,2,2,"Making friends with people in my major or similar major allowed for study groups, friendships, and even close relationships with a few people that allowed me to gain an insight into what I should do with my life and how I can get there. ",My anxiety and fear of failure has held me back a lot and prevented me from taking all the opportunities I can to further my academic and social standing. It's a work in progress but I wish that it wasn't such a prevalent problem in my life.,Low Value,40.6,50,50,37.5,50,40,50,low,3,2,4,4,3
740,Male,0,Others,Heterosexual,Two-year College,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.7,4.7,10,10,2,3,5,2,3,5,4,1,3,2,2,4,4,4,4,3,3,4,4,4,3,5,4,4,4,4,4,4,4,NA,NA,High Value,56.3,33.3,47.2,50,75,75,57.1428571428571,high,2,3,4,2,3
741,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.95,4.6,10,10,3,3,4,4,2,3,5,2,1,2,2,2,2,2,2,2,2,4,2,4,2,2,3,4,4,4,4,4,4,Talking to older students in my major to help guide me through the major. ,Overcommitting during my first year ,Average Value,71.9,16.7,72.2,25,33.3,72.5,25,high,3,3,4,4,2
742,Female,0,Calcasian,Heterosexual,Two-year College,Four-year College,Senior,0,0,1,0,1,3.7,4,5,6,2,4,5,4,1,2,4,2,2,2,3,4,5,5,5,5,4,3,2,4,4,4,4,3,3,5,4,4,4,"great support system and friends, studying a little everyday",social anxiety,Low Value,37.5,33.3,36.1,81.3,75,65,67.8571428571429,high,2,4,4,4,2
743,Female,0,Latino/Hispanic,Heterosexual,Four-year College,High school or less,Junior,0,0,0,0,1,2.7,4,12,12,3,3,4,4,2,5,4,1,4,4,2,2,2,3,5,4,4,4,4,4,1,3,4,5,5,5,5,5,5,"AAP peer learning and counseling, talking to mom, talking and making friends with people in classes ","A lot of students and hard to get classes you need like stats 13. Also, I don't get financial aid or government aid so i have to work to go here. This year i am taking a break to focus on academics, but i should be working.",NA,NA,58.3,66.7,68.8,41.7,90,60.7142857142857,low,3,3,4,4,2
744,Female,1,Latino/Hispanic,Heterosexual,High school or less,High school or less,Senior,0,0,0,1,1,3.2,4.5,30,10,2,3,5,3,3,5,1,1,4,5,5,1,5,5,5,1,3,2,4,2,3,5,5,3,1,5,2,3,5,"The majority of it has been creating a support network with my friends and community, AAP","Impostor syndrome, having no background in research, coming in with less knowledge than some of my better off peers, MCDB is extremely inaccessible for offering support on classes and offering classes that have space and good quality professors, MCDB labs in specific require an unrealistic time commitment (10+ hours/week) making it hard for working students with no research experience, no holistic support for students only academic",Average Value,21.9,91.7,52.8,56.3,83.3,45,96.4285714285714,low,2,3,4,3,3
745,Female,0,Asian,Heterosexual,High school or less,Two-year College,Junior,0,1,0,0,1,3.6,4.2,2,5,4,2,4,3,2,5,4,2,5,4,3,2,3,3,4,2,4,4,4,2,3,3,4,3,3,4,4,3,3,Having a good support group. ,Anxiety about not doing well.,Average Value,53.1,75,52.8,50,58.3,60,67.8571428571429,high,4,2,4,3,2
746,Female,1,Calcasian,Bisexual,Four-year College,Four-year College,Senior,0,0,1,0,1,3.2,4.6,20,10,4,2,5,4,3,4,4,1,5,4,2,1,4,4,4,1,1,5,5,5,2,2,4,4,5,5,5,3,4,"my friends at home as well as at school have helped me to succeed in all aspects, academically and socially. My sorority as a whole is very academic oriented, and living in the facility my junior year really encouraged me to study hard because everyone else there does and it was a good atmosphere. My professors in my more specialized classes are incredible, and inspire me to want to learn. ","Many demands from several classes that get overwhelming; in some of my classes I feel like I can't relate to some students and if I don't have classes with my friends, I don't have anyone to study with ",High Value,62.5,66.7,80.6,18.8,41.7,87.5,71.4285714285714,low,4,2,4,4,3
747,Male,1,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.8,3.4,10,10,3,2,4,2,1,4,4,1,1,1,1,1,2,2,3,2,4,4,2,2,2,4,4,4,4,4,4,4,5,Sticking to a daily routine,The quarter system moves very fast,Average Value,59.4,0,63.9,43.8,58.3,67.5,25,high,3,2,4,2,2
748,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.97,4.5,10,50,4,4,4,2,3,5,5,5,1,1,1,2,1,1,5,1,1,5,1,3,1,1,3,3,3,5,4,5,3,My parents dealing with all my financial needs has been the number one contributing factor to my success at UCLA. Not having to worry about anything other than school has made my school experience much easier than I imagine many other people's experiences have been.,nothing,Low Value,68.8,0,77.8,25,16.7,67.5,21.4285714285714,high,4,4,4,2,3
749,Male,0,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.83,4.17,7,3,3,3,5,3,2,5,2,1,1,1,5,3,3,3,3,1,2,4,2,5,2,2,4,4,5,5,3,5,4,Having friends from similar majors helps a lot because you can work together and answer each other's questions since we all go through similar experiences in our stem classes.,"Having better access to opportunities would help, since I think with so many out there it makes it harder to find what works for you.",NA,59.4,33.3,66.7,25,41.7,72.5,46.4285714285714,high,3,3,4,3,2
750,Female,0,Others,Heterosexual,Two-year College,Four-year College,Junior,0,0,1,1,1,3,4.2,10,3,4,2,5,4,3,5,2,1,3,2,3,2,5,4,5,1,1,2,4,5,3,5,5,3,5,5,4,3,3,"AAP has helped me succeed at UCLA with their community building, workshops, and peer learning.",I do not feel as comfortable seeking help from my professors and TA's because I learn better with one on one time and I get a bit nervous in groups,NA,37.5,41.7,55.6,43.8,83.3,65,71.4285714285714,low,4,2,4,4,3
751,Female,1,Asian,Bisexual,Two-year College,High school or less,Sophomore,0,0,1,0,1,3,3.5,1,10,2,2,5,5,1,4,4,1,2,2,4,2,3,3,4,2,5,2,3,4,2,4,4,3,5,5,4,3,3,I'm part of an athletic team and having a team of people who understand what its like to be a D1 athlete while also maintaining good grades and staying focused on academics help motivate me to be successful,"being busy all the time. Im one of the few stem majors on my team, and having to have a full practice schedule while also having a heavy class schedule with hard classes can really take a toll on me emotionally AND physically. Since I need to wake up at 5:30 AM every morning for practice, my whole day I'm trying to get ahead, doing work and running around from place to place so I can make sure Im in bed around 9:30 pm. Realistically, I have a fraction of the time to do work and study than most non athletic students, as I spend most days doing my sport for 4 hours and have to go to bed early, spend time recovering in the training room, etc.",High Value,50,41.7,50,68.8,58.3,65,53.5714285714286,low,2,2,4,4,2
752,Female,0,Asian,Bisexual,High school or less,Four-year College,Junior,0,0,1,0,1,3.3,4.8,1,50,2,1,5,2,2,5,2,2,2,1,4,4,1,1,4,4,4,4,4,4,1,1,1,5,2,5,5,5,5,"Getting enough sleep, exercising regularly, and eating healthy have helped me succeed in all ways. I did all three of these things one quarter, and I got straight A's. I have not been able to do this again, but I am hopeful. Additionally, making sure one's study list is not dominated by hard classes is helpful. I didn't feel emotionally comfortable at UCLA until I established my support group, including friends and family from home and my friends here. I find it much easier to study outside of my dorm room. Lastly, clubs and retreats for my major have helped me to make friends within my major. I think I got lucky making friends outside of my major. ","Not sleeping, not eating healthy, and not exercising have hindered my success. In addition, my social media addiction makes it harder to get assignments done on time, and I am very easily distracted, especially if I am working in my room. The biggest thing that hindered my success at UCLA was Imposter Syndrome. I was afraid to ask for help academically because I was afraid people would ""find out"" that I was wrongfully accepted to UCLA. Now I know that I earned my place here.",Average Value,71.9,33.3,75,62.5,0,77.5,25,low,2,2,4,2,2
753,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.933,4,3,3,4,2,5,5,3,4,5,3,2,1,3,4,3,1,3,2,4,4,4,4,2,1,2,3,3,4,4,4,4,"Keeping up with consistent diet and exercise, and focusing on never giving up good sleep",Lapses in the above factors,Low Value,75,25,63.9,43.8,16.7,72.5,28.5714285714286,high,4,2,4,4,3
754,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.89,4.6,20,5,2,4,3,5,1,4,5,2,2,2,4,4,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,Low Value,75,41.7,55.6,18.8,50,55,25,high,2,4,3,4,2
755,Female,0,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.86,4.2,20,20,2,2,5,4,3,5,2,1,3,4,3,4,5,5,5,3,5,4,4,4,3,5,5,3,3,5,4,4,3,PLFS!! joining clubs/orgs. Self-care days have helped a lot.,too much on my plate. felt like I had no support.,High Value,40.6,58.3,33.3,68.8,83.3,65,82.1428571428571,high,2,2,4,4,3
756,Male,0,Asian,Heterosexual,Four-year College,High school or less,Sophomore,0,0,0,0,1,3.5,3.8,7,3,4,2,5,5,2,4,4,3,5,5,5,4,3,4,4,3,2,3,4,4,4,1,3,2,3,5,2,4,2,Learning time management was a major lesson that I learned to help me succeed.,NA,Average Value,56.3,100,44.4,50,41.7,57.5,78.5714285714286,low,4,2,4,4,2
757,Female,1,Calcasian,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.8,4.6,10,75,4,2,5,3,3,4,4,2,2,2,2,2,4,3,4,2,4,3,3,3,2,4,4,3,3,4,2,3,2,My family supporting me has helped me at UCLA academically and emotionally. I am out of state and my family lives on the east coast. They are much more concerned that my learning and well being are in order than my GPA being perfect which has helped me not stress as much. I also have really appreciated getting support from CAE and getting medication from my doctor which has helped my emotional well being.,The pre-med culture at UCLA has inhibited me in my emotional well being and in my studies. I am not pre med but it feels like everyone else in my major is and there is an expectation for all pre meds to have perfect grades which leads to everyone asking me about my grades and stressing me out by how stressed out they are and I feel like everyone in my major is trying to compete with me which makes me feel inadequate.,Average Value,46.9,25,44.4,56.3,58.3,50,50,high,4,2,4,3,3
758,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.42,3.89,10,20,2,2,5,2,3,4,4,2,2,2,2,2,5,5,5,3,3,2,3,4,2,3,3,4,4,5,5,5,4,Joining a club and becoming really involved in it,Just a lot of school work stress ,Average Value,40.6,25,66.7,68.8,41.7,75,60.7142857142857,low,2,2,4,2,3
759,Female,0,Calcasian,Heterosexual,High school or less,High school or less,Sophomore,0,1,1,1,1,3.6,4.7,9,22,3,2,5,3,3,4,3,3,5,5,4,3,5,5,5,1,3,3,4,4,3,3,4,3,4,4,4,3,4,"I went to a high school that dual enrolled us in community college classes. Our campus was a set of trailers on their campus. Everything was public, this was a very typical underfunded school in LAUSD. I took a full load of high school courses and AP classes along with being half-time in community college from the age of 14. I graduated with two AA degrees. This taught me how to deal with less sleep, a heavy workload, and how to advocate for myself.","I struggle with severe migraines and other health issues, but because I look fine to most people, they don't understand the kind of pain I'm in. I don't mention it to instructors any more because they think I'm exaggerating. I can't control them. Also, it's more than just a headache. They are a full neurological attack. Last quarter, I got them 6-8 times a month. Now i'm working with a team of doctors to try and lower the frequency and intensity. 
I'm also a working student, and that cuts into my time. I also don't drink or use drugs. Both of my parents and most of my family struggle with addiction, so I'm extremely careful to not touch any of it. It's hard to be regularly social on weekends without drinking. I'm very happy with my decision, but other people my age often don't understand it.",Average Value,37.5,91.7,58.3,50,58.3,65,92.8571428571429,high,3,2,4,3,3
760,Male,1,Calcasian,Homosexual,High school or less,High school or less,Junior,0,0,1,1,1,3.97,4.6,5,5,3,2,5,1,2,5,5,5,2,2,2,2,3,2,4,2,4,4,4,3,2,2,4,4,5,5,4,5,4,I am a very independent person so my independence helps me handle all the struggles of college life. I do not use many resources for assistance at UCLA. Friends help a lot of the time and that is about it.,None that I can think of.,Average Value,68.8,25,63.9,50,41.7,82.5,42.8571428571429,high,3,2,4,2,2
761,Male,0,Latino/Hispanic,Homosexual,Four-year College,Four-year College,Junior,0,0,1,0,1,3.934,4.2,5,5,2,1,5,1,2,5,3,1,1,1,5,3,5,3,5,5,4,4,5,4,2,5,5,4,2,4,5,5,5,"The major factors that have impacted my academic success at UCLA are the professors and the resources that they offer. Almost all of the professors that I've encountered have been such nice people, and willing to offer assistance at any point. I think that a combination of CAPS and meeting peers who are in the same types of situations contributed most to my social and emotional success while here. ","I don't think that there have been any factors that have inhibited my academic success. However, I think that the lack of diversity, especially in South Campus has really inhibited my social and emotional growth at UCLA.",Average Value,56.3,33.3,47.2,75,75,77.5,64.2857142857143,high,2,2,4,2,2
762,Male,1,Calcasian,Heterosexual,Four-year College,High school or less,Sophomore,0,0,1,0,1,3.97,4.55,1,0,2,4,2,1,1,4,2,1,4,4,1,1,1,4,5,5,5,2,1,4,3,4,5,3,4,4,4,4,3,"For me, CAPS has been essential for social and emotional stability. Academically, the freedom to control my time and priorities has made school much nicer than it was in high school.","I feel stunted by busy work. I came to UCLA to pursue a career in research and since I have been working in a lab I've done a lot of work on my own independent project. I think that for some courses, the work that is recommended is reasonable, but for other courses, I feel that a grasp of the material was achieved without the need for the assignments that are given to us. I believe that as an adult I should choose how best to develop an understanding of the concepts shown to me, and that my test scores will reflect my judgement. I should be able to spend more time in a lab where time is spent bettering other people rather than filling out meaningless papers with already established facts or formulas.",Average Value,40.6,50,38.9,93.8,75,52.5,60.7142857142857,high,2,4,2,2,2
763,Female,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.75,4.1,20,5,3,2,5,5,2,4,4,1,2,2,3,4,4,3,3,2,2,3,3,4,2,2,2,4,4,5,5,4,5,I found a good and supportive group of friends that help me grow as an individual.,The class competitiveness especially if it is curved,High Value,56.3,33.3,75,37.5,25,77.5,42.8571428571429,high,3,2,4,4,2
764,Male,1,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,0,0,1,1,1,4,3.93,10,30,3,1,5,5,2,5,4,3,3,1,1,2,2,3,1,1,1,5,3,5,2,3,2,5,5,5,5,5,5,The way my parents bought me up and the values they instilled in me are the primary reasons that I am able to succeed,No factors have really inhibited my success at UCLA as I accept each shortcoming as a sacrifice I have to make to succeed in other places.,High Value,81.3,16.7,86.1,0,33.3,92.5,21.4285714285714,high,3,2,4,4,2
765,Male,0,Calcasian,Heterosexual,Two-year College,High school or less,Junior,0,0,1,0,1,3.3,4.4,20,4,2,2,5,5,1,5,5,4,1,2,4,2,4,3,5,2,5,3,4,4,4,4,5,4,5,5,4,4,4,Academically + Socially - having friends around me that are also intelligent and willing to help. Emotionally - CAPS,Teachers that speak with strong accents and teachers that don't give enough practice exams/homework. ,Average Value,56.3,33.3,47.2,68.8,83.3,80,60.7142857142857,low,2,2,4,4,2
766,Female,0,Others,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.76,4.5,15,10,1,4,5,4,1,5,4,1,1,1,3,2,3,2,5,1,4,4,3,5,4,1,1,5,4,5,4,4,4,"Good support system at home, club sports, internship opportunities","The professors, pretentious students, the culture of academia, how this school chooses to spend taxpayer money, ",High Value,62.5,16.7,75,50,25,80,32.1428571428571,high,2,4,4,4,2
