"Timestamp","Demographics","Fill-in your major","Fill-in your minor","Ethnic background - If you select Asian or other please, specify country of origin by typing in the line given in front of the ""Other"" option.","Year in college","Are you an International student","Are you transfer from community college? ","What is your UCLA GPA","Is English your first language?","Are you first generation to attend college? ","Mother’s level of education","Father’s level of education","Question one. Tell us or provide examples of situations in which academic issues made it challenging for you as a STEM major?","Question two. Tell us or provide examples of situations in which emotional, social, or cultural issues made it challenging for you as a STEM major?","Question three. Tell us or give us examples of situations that helped you feel a “sense of belonging or lack of it” to our campus?","Question four. Please provide us with suggestions of potential steps that could be taken to minimize the challenges of STEM majors at UCLA."
"2020/01/22 1:29:38 PM MST","Female","Political science","","Latino/Hispanic","Sophmore","No","No","3.4","Yes","Yes","High School or Less","High School or Less","Growing up thinking you were bad at math and science","No one ever took an interest in mau","",""
"2020/01/22 1:57:59 PM MST","Female","Anthropology B.A. / Political Science ","Chicanx Studies","Latino/Hispanic","Sophmore","No","No","3.2","Yes","Yes","High School or Less","High School or Less","I am not a STEM major but I think the biggest issue for me when taking a STEM major class as a G.E. requirement is not so much the content material but the way in which the content material is presented in its entirety. It's hard to keep up with the onslaught of information that can be thrown at you when learning about the natural sciences, mathematics, etc., especially in a quarter system. Another issue is the use of STEM-based jargon that is skimmed over or left undefined for the sake of time management for the daily lecture.","It's hard to continuously keep up with the amount of work expected to be done in a STEM based course, granted it's hard in general to really manage any course material given outside of lectures most especially in a 10 week system such as the U.C. system, that also recommends socializing and networking via club activities and volunteer. I think what is significantly harder for STEM based classes is when you spend free time outside of lecture to read the textbook and do the readings before the lecture then show up only to be told relatively the exact same thing as what you already read in the lecture. Granted there is a given opportunity for clarification but at some points it feels like repetition.","Given my choice in majors it's hard at times to feel a sense of belonging as the fields are historically westernized and taught through a eurocentric lens, however the sense of belonging on campus comes from socialization of like minded individuals who have similar experiences to me or come from first generation families, it's these ties that make the campus feel a little less foreign.","1. Possibly have more events through the STEM department to enable the better possibility for students to get to know faculty and network.
2. Publicize on possible opportunities happening within the department (i.e. internships, job opportunities, tutoring sessions, STEM-based events(?))"
"2020/01/22 1:58:10 PM MST","Female","Political Science ","Chicano/a Studies ","Latino/Hispanic","Sophmore","No","No","3.32","No","Yes","High School or Less","High School or Less","Well I am not a STEM Major but academic issues that made it challenging for me in STEM courses is that one who is not initially drawn to the subject may find it hard to understand and even more so given that the STEM fields are either you get it or you don't ","Personally I stress very easily and I am not very social so not only do I have an anxiety attack when I overly worry when I don't understand something but I don't really know who to ask from help since STEM professors typically intimidate me. ","Well as one who does not socialize much it was hard trying to find a group of people that gave me a sense of belonging.  Since people that are like me are most likely in their room like I am. However this year i have definitely found a group that has given me a sense of belonging finally. ","Well I am not sure what challenges STEM majors may encounter but something I find helps in any class especially those I am struggling in is creating groups that help each other out when they don't understand something or to check in to see if everyone else is on the same page.  One of the best ways I have found to learn is by explaining a concept to someone else or having a fellow student explain the concept to me; this is because no one else understands the process from not knowing to knowing other than a fellow student who figured it out. "
"2020/01/22 2:14:22 PM MST","Female","PrePsychology","Gender Studies","Asian;Caucasian;Chinese","Sophmore","No","No","3.8","Yes","No","Graduate or professional degree","High School or Less","In many STEM classes, grades are largely if not entirely test-based, rather than effort-based. This makes it difficult to get a strong grade if you are just not a good test-taker, even if you put a great amount of effort into the class. Obviously evaluation of the mastery of the material is the most important part of assigning a grade, but there might be other ways to do it aside from just tests. ","College in general is extremely emotionally and mentally draining, but there is a pressure to not take mental health breaks, especially in STEM classes which move extremely quickly and can be more difficult to catch up on. ","Due to the fact that this is such a big school, individuals are not necessarily interacted with on a personal basis but rather can be made to feel like simple numbers or statistics and somewhat insignificant in terms of academic accommodation and advising. ","Other methods of evaluation besides one large midterm and one large final that make up nearly the entire grade; more BruinCasted lectures to help students catch up if they need to take a personal day for the sake of their mental and/or physical health"
"2020/01/22 2:35:34 PM MST","Male","Data Theory","N/A","Caucasian","Sophmore","No","No","2.85","Yes","No","Four year college","Graduate or professional degree","I have a lot more work than other majors, so it is difficult to manage my time sometimes.","I guess being a stem major is seen as nerdy, but I haven't experienced that at UCLA.","Greek life has given me a sense of belonging on campus.","Stop giving out tests that are designed to make everyone fail and then curving heavily. All that means is that the students were not taught well."
"2020/01/22 2:37:07 PM MST","Male","Data Theory","n/a","Caucasian","Sophmore","No","No","2.85","Yes","No","Four year college","Graduate or professional degree","already answered","already answered","already answered","already answered"
"2020/01/22 3:54:42 PM MST","Male","","","Asian;Chinese","Junior","Yes","Yes","3.4","No","No","Four year college","Four year college","Lack of communication because of tons of math homework","","",""
"2020/01/22 4:12:15 PM MST","Female","Psychology","Film and Television","Asian;Caucasian;Korea","Sophmore","No","No","3.652","Yes","No","Two year college","Two year college","I am not a STEM major","I am not a STEM major","Study groups","More online resources (tutrorials) from UCLA"
"2020/01/22 4:12:57 PM MST","Female","Neuroscience","N/A","Caucasian","Sophmore","No","No","4.00","Yes","No","Graduate or professional degree","Graduate or professional degree","The large lecture classes made it difficult to have personal attention.","Pre med students tend to be very competitive which can lead to uncomfortable situations. ","Chem 14D was really a bonding experience and actually gave me a sense of belonging because it was so hellish. ","Make it easier to get counseling on which classes I should be taking. "
"2020/01/22 4:13:25 PM MST","Male","Neuroscience","-","Caucasian","Sophmore","No","No","3.95","Yes","No","Graduate or professional degree","Four year college","Sometimes each of our classes give us a lot of work, and each teacher expects you to prioritize their class. So it means I have to work extra hard to get it all done.","College is a social place and every night I'm given the option to do more work or to hang out with friends. This means I have to prioritize one of them and I do my best to find a balance but this makes it hard.","I felt a sense of belonging when I joined more extracurriculars like intramural soccer and my fraternity.","Instead of plfs being only for athletes and AAP, there could be a large scale tutor service for stem majors."
"2020/01/22 4:17:02 PM MST","Female","Political Science ","Classics","Latino/Hispanic","Junior","No","No","3.0","Yes","Yes","High School or Less","High School or Less","Im not a stem major","Not a stem makor","Latin music on campus made me feel a sense of belonging ","Providing more mental health outreach "
"2020/01/22 4:18:25 PM MST","Female","International Development Studies","Global Health","African American","Sophmore","No","No","3.9","Yes","No","Graduate or professional degree","Graduate or professional degree","N/A","N/A","N/A","N/A"
"2020/01/22 5:09:12 PM MST","Female","Pre-Global Studies","N/A","Caucasian","Sophmore","No","No","3.8","Yes","No","Four year college","Graduate or professional degree","I am not a STEM major, but I had trouble dealing with the math department in order to take the math diagnostic test. I kept visiting the mathematics help office with no help or sympathy for my situation.","The large sizes of class can make STEM classes really overwhelming. Ensuring TAs are good and understanding is a must, in my experience. The bureaucracy of UCLA (having to track down several counseling centers/offices for one problem) can be hard as well, so ensuring there is adequate information online about how to navigate resources is essential.","Small class sizes in discussions and office hours helps me feel like I can get more personal help. Also, humble and approachable faculty like Professor Zes help me feel a sense of belonging. Clubs also help me feel a sense of belonging as they form community and a support system .","I suggest making sure that expensive textbooks are used as minimally as possible as they can be a large barrier/burden, but I understand they are sometimes very necessary. Also as previously mentioned, ensuring TAs are good teachers is crucial! "
"2020/01/22 5:09:53 PM MST","Female","psychobiology","NA","Asian;Latino/Hispanic;filipino","Sophmore","No","No","3.2","Yes","Yes","High School or Less","High School or Less","I wasn't as equipped as my classmates; I didn't grasp concepts as quickly and I had trouble keeping up with the pace of some of the classes.","I don't have the emotional support of my family, they didn't go to college and they don't understand the difficulties I have. They wouldn't care if I went to UCLA or a CC (not that there's anything wrong with that)","I didn't realize how poor I really was until I came here and realized that so many people have educated parents and who lived in families with 6 figure incomes and got amazing educations and it was so hard to see myself in class with them.","hire better professors?"
"2020/01/22 5:32:38 PM MST","Female","Psychology","","Latino/Hispanic","Sophmore","No","No","3.446","No","Yes","High School or Less","High School or Less","It is difficult to enroll in pre-requisite classes because of how impacted they are so that has been a challenge.  ","There are times where I can feel alone because there are not a lot of people of the same background, so it can intimidating to ask for help. ","A situations that helped me feel a sense of belonging on campus was joining study groups for different classes.","N/A"
"2020/01/22 6:04:21 PM MST","Female","Business Economics","","Latino/Hispanic","Sophmore","No","No","","No","Yes","High School or Less","Two year college","Academic issues such as trying to do well in classes for the major but also trying to maintain a good GPA can be very challenging.","","When I look around walking through south campus, the demographic of students is not as diverse as the rest of campus. The stereotypical ethnicities seem to be the only ones present, so it is easy to feel out of place.","There could be more programs designed to help minorities in STEM classes/majors. These programs could be more of a one-on-one perhaps, to help with difficult classes and concepts inside and outside the classwork."
"2020/01/22 6:53:30 PM MST","Male","Stats","----","Asian;Pakistani","Sophmore","Yes","No","3.3","Yes","No","Graduate or professional degree","Graduate or professional degree","UCLA stem is challenging, but after adjusting it becomes easier","____","Friendly people, campus is very scenic and relaxed","Maybe, have more help or support sessions, however the math tutoring center is amazing"
"2020/01/22 7:33:07 PM MST","Female","Sociology","n/a","Asian;Vietnamese","Sophmore","No","No","3.057","No","Yes","High School or Less","High School or Less","","","",""
"2020/01/22 7:54:50 PM MST","Female","Psychology","Education","Latino/Hispanic","Sophmore","No","No","2.67","No","Yes","High School or Less","High School or Less","Coming from a community of lower resources, it was academically challenging to adapt to the material being thought, and feeling like I was not smart enough to be in the class because I wasn't exposed to it in high school.","Growing up, I was basically on my own because none of my family had any knowledge when it came to college, especially any knowledge on the material being thought. So being the first in my family, it has been difficult to ask for help and find others who are willing to help.","I found a sense in belonging after finding Latinx organizations that are welcoming.","I think having more introductory courses could potentially help those struggling in STEM majors."
"2020/01/22 8:19:56 PM MST","Female","biochem","","Asian","Sophmore","No","No","3.6","Yes","Yes","High School or Less","High School or Less","The organic chemistry series for biochemistry is much more difficult than if I had taken an easier STEM major.","I don't recall any situations","Sense of belonging: joining a fraternity
lack of: the quiet setting of delta terrace","I think there is a high amount of competition and therefore a lesser sense of community"
"2020/01/22 11:00:34 PM MST","Female","Political Science","","Latino/Hispanic","Freshman","No","No","3.57","No","No","Graduate or professional degree","High School or Less","","","",""
"2020/01/22 11:26:59 PM MST","Male","Psychology","Positive Applied Neuroscience","Caucasian","Sophmore","No","No","3.62","Yes","No","Graduate or professional degree","Graduate or professional degree","Tests have been difficult in the past, especially for my LS and chem requirements, so prep. and time management has been the most challenging for me thus far. ","Social situations have been the biggest challenge as they greatly affect one's emotions. Feeling lonely on campus, performing poorly on the rugby team, or not getting accepted to clubs/organizations have definitely put me in slumps now and again. ","I think the enormousness of the UCLA campus makes most feel small and unimportant while belonging to smaller communities has helped me feel like I belong or fit in. ","Not necessarily more organizations for stress management (although this is needed), but more advertisements for orgs. like CAPS, HCI, MindWell, etc. Replace some of the sports banners with info about where to go if feeling stressed/how to get a couple free sessions of therapy. "
"2020/01/23 12:27:48 AM MST","Female","Undeclared-Humanities","None","Asian","Freshman","No","No","3.2","Yes","Yes","High School or Less","High School or Less","I always felt that STEM wasn't for me because some of the classes in which I would struggle in the most would be science and math.","I am not a STEM major but I would say that women are under represented in the STEM field and feels like a lot of pressure to pursue. Especially considering the standards and expectations a woman is held up to in comparison to a man in efforts to prove ""themselves"".","I felt more of a sense of belonging when joining clubs, organizations, and living learning communities. However, I noticed that I would feel a lack of belonging when it comes to upper class men considering that they had already established relationships.","More outreach and networking events. Also, tutoring."
"2020/01/23 12:41:07 AM MST","Male","Mathematics of Computation","","Asian","Freshman","No","No","4.0","Yes","No","Graduate or professional degree","Graduate or professional degree","There have been times when a teacher did not explain the concepts clearly and I found it hard to keep up with the course material.","","Socials held by clubs such as the Undergraduate Math Student Association make it easier to meet people with similar majors as me.","When professors make themselves accessible and are willing make appointments with students, keeping up with the course material becomes a lot easier."
"2020/01/23 1:23:00 AM MST","Female","Pre-psychology","n/a","Latino/Hispanic","Sophmore","No","No","2.691","No","Yes","High School or Less","High School or Less","My grades from my freshman year at college were not good enough to actually declare so I fell behind in requirements.","When I first started college I felt out of place and didn't meet many people with similar experiences to me.","Finding people who could help or relate to me and finding my footing in a new environment helped.","Emphasize communication through message groups starting the first day of class, during the quarter have clicker questions that review concepts, and clicker questions can be graded based off of completion and not accuracy to minimize stress and ensure the reviewing of concepts."
"2020/01/23 1:28:26 AM MST","Female","Pre-Psychology","n/a","Latino/Hispanic","Sophmore","No","No","2.691","No","Yes","High School or Less","High School or Less","Jumping too fast into content without a day set for a quick review of the basis of a class","Feeling out of place and struggling to find people who shared similar experiences to me ","Finally finding my footing and getting used to the new environment along with finding some people who I can relate to","Emphasize communication between students in a class through group messages made in the first day of class, having clicker questions be graded based off of completion and not accuracy to minimize stress, clicker questions can review concepts that were already covered to help students know what they need to practice and what they do not"
"2020/01/23 2:24:01 AM MST","Female","Communications","Music Industry","Caucasian","Sophmore","No","No","3.3","Yes","No","Two year college","Graduate or professional degree","I was originally a biochem major, and the level of instruction I received in high school in those subjects was not nearly adequate enough for UCLA. ","During my freshman year, I really missed home (FL), which made it difficult for me to complete and retain all I needed to for my STEM major","My sorority made me feel wanted freshman year because they gave me a family when mine was so far away. ","Don’t make exams so challenging that students finish crying but still end with a high (but very curved) grade. It messes with your head a lot. "
"2020/01/23 10:38:17 AM MST","Male","International Development Studies/Political Science","","Caucasian","Sophmore","No","No","3.56","Yes","No","Four year college","Graduate or professional degree","The professor didn't use enough practice problems and just solved proofs instead.","The talent of UCLA students makes courses even harder if someone is struggling because we are expected to just understand all of the material right away.","Friends.","We should not have to re-apply to STEM majors. We were accepted into UCLA that should be enough. It would let students just focus on learning the material rather than just trying to get the highest grade possible."
"2020/01/23 12:04:41 PM MST","Female","Pre-Psychology","Film, Television, and Digital Media","African American","Freshman","No","No","3.0","Yes","No","Graduate or professional degree","Two year college","As a STEM major coming in as Freshman, i never learned how to code before coming here. Therefore, in lab when the TA just jumped right in I found it very difficult and challenging. ","A situation that made it hard for me as a stem major is being a psych major as many people do not classify it as a STEM major, though others do. So I never know what category I fall into. ","This is not necessarily a situation, but a program called AAP that has tremendously made me feel a sense of belong to our campus, as it has brought a lot of different types of people together who are usually disregarded or don't have as many opportunities as other. So, as a problem they give us easy access and resources to help guide us through our academic career. ","One thing, that I believe can minimize the challenges of STEM major at UCLA, is having more easily accessible help. "
"2020/01/23 12:13:11 PM MST","Female","Communications","N/A","Caucasian","Sophmore","No","No","3.975","Yes","No","Four year college","Four year college","I am not a stem major so this doesn't apply to me. ","I am not a stem major so this doesn't apply to me. ","I am not a stem major so this doesn't apply to me. ","I am not a stem major so this doesn't apply to me. "
"2020/01/23 12:59:52 PM MST","Female","Sociology","Asian American Studies","Asian","Sophmore","No","No","3.496","No","Yes","High School or Less","High School or Less","Since it's a quarter system, the courses just moves at a very fast pace. If you start falling behind, it's just difficult to catch up and the professor will not slow down the course if one person is struggling because there are hundreds of other students that are at different pace.","In STEM, everyone is very competitive. It's sometimes mentally draining when people around you are intellectually different than you. With the workload in STEM major, there are so much to focus on that it's gets difficult to manage your time to join other clubs and organizations and especially when you don't want to fall behind because it could put a burden on your academic well-being.","By going to office hours and getting to talk with professors and TAs really helped me find a sense of belonging on this campus. Going to office hours challenged me to speak up and communicate with others what I am struggling in and talk it out. Especially in a large classroom with 250 or more students, office hours became a very crucial part of my academic achievement because since I'm a slow learner, I would sometime feel anxious when everyone around me are going with the pace of the quarter system while I am trying to catch up. In short, by having a supportive professors and TAs, I feel more relief to know that there are always people there to support and help throughout the course.","Have a variety of times for office hours that would fit with everyone's schedule. "
"2020/01/23 2:17:09 PM MST","Female","Communications","Music Industry","Caucasian","Sophmore","No","No","3.3","Yes","No","Two year college","Graduate or professional degree","I was originally a biochem major, and the level of instruction I received in high school in those subjects was not nearly adequate enough for UCLA. ","During my freshman year, I really missed home (FL), which made it difficult for me to complete and retain all I needed to for my STEM major","My sorority made me feel wanted freshman year because they gave me a family when mine was so far away. ","Don’t make exams so challenging that students finish crying but still end with a high (but very curved) grade. It messes with your head a lot. "
"2020/01/23 3:14:22 PM MST","Female","Business economics","","Asian","Sophmore","No","No","3.8","Yes","No","Graduate or professional degree","Four year college","for me it was that lower division math courses to take as prerequisites for economics was absolute trash. the math teachers were so bad and didnt speak english that was comprehandable. the writing was so bad. overall it is a known thing that lower division math at ucla is a trainwreck and i think that there should be better professors for this.","none really","i think that ta's and the smaller grouped lessons really make you feel like you exist and matter","i think just overall better lower division professors and honestly my TA's were better than professors a lot of the times. ta's need to get more credit they are wonderful"
"2020/01/23 3:29:45 PM MST","Female","Pre-psychology","","Asian","Sophmore","No","No","3.0","Yes","Yes","High School or Less","High School or Less","The workload in STEM classes are heavy, especially if we are assigned 40+ pages to read two days before lecture and the professor barely glosses over the material/formulas. On top of that, there are other classes that require our attention and time.","Just overall stress and pressure to be as competent as other students. Sometimes the financial aspects are also worrying, as I have to spend hundreds of dollars on textbooks that is only going to be used for 10 weeks.","There is a sense of belonging mainly due to my RA's, who are always approachable, take the time to listen to our concerns, provide office hours, and try to involve us in floor events. There is a lack of belonging due to the self-segregation of students by ethnicity.","I guess somehow make textbooks/materials way more affordable and accessible."
"2020/01/23 3:42:40 PM MST","Male","Global Studies and Political Science","","Caucasian","Sophmore","No","No","3.5","Yes","No","Graduate or professional degree","Graduate or professional degree","Chemistry is difficult and so it took me a long amount of time to comprehend the material, and that time was extremely tiring and painful. ","Never occurred. ","Study sessions were nice because they allowed me to work with my peers and struggle alongside them rather than by myself. ","Provide less busy work and more opportunities for students to work with one another in collaborative environments to solve problems. "
"2020/01/23 5:16:36 PM MST","Male","Political Science","None","Caucasian","Junior","No","No","2.9","Yes","No","Two year college","Four year college","I am not a STEM major","Same as above","Just the sheer amount of people make it lonely sometimes","Not sure, the classes are just really hard"
"2020/01/23 5:20:52 PM MST","Female","Nueroscience","N/A","Caucasian","Sophmore","No","No","3.89","Yes","No","Four year college","Four year college","class enrollment is hard as a stem major because all of the classes are in high demand and also a requirement for most STEM and even non-stem majors","as a woman in the stem field I often get questioned and doubted which is difficult a lot of the time","I am in a sorority which gives me a group of women that I feel supported by and comfortable and it makes me feel a sense of belonging in our campus","easier access to academic counseling, especially specific to your major, as well as more support and perhaps a forum for getting research positions and internships"
"2020/01/23 5:21:42 PM MST","Female","Nueroscience","N/A","Caucasian","Sophmore","No","No","3.89","Yes","No","Four year college","Four year college","class enrollment is hard as a stem major because all of the classes are in high demand and also a requirement for most STEM and even non-stem majors","as a woman in the stem field I often get questioned and doubted which is difficult a lot of the time","I am in a sorority which gives me a group of women that I feel supported by and comfortable and it makes me feel a sense of belonging in our campus","easier access to academic counseling, especially specific to your major, as well as more support and perhaps a forum for getting research positions and internships"
"2020/01/23 6:00:46 PM MST","Female","Sociology","","Asian;Filipino","Sophmore","No","No","3.0","Yes","No","Four year college","Four year college","My high school public experience did not prepare me with the proper background to excel in STEM classes at a university level.","Culturally there was pressure to only pursue a bachelors in science (BS) because it was thought as ""useful"" and emotionally it was affected my mental health that I wanted to pursue STEM but did not have the necessary skills to succeed in it. My self confidence in these classes deteriorated.","Finding my niche in cultural clubs and getting involved in AAP.","Minimize the worksheets and the clickers, it feels like we need to succeed in system and STEM classes were not as interesting because it wasnt tailored for the individual experience. "
"2020/01/23 7:01:43 PM MST","Male","Computational and Systems Biology","","Asian","Sophmore","No","No","4.0","Yes","No","Graduate or professional degree","Graduate or professional degree","","","Positive interactions with professors and students during office hours and review sessions.",""
"2020/01/23 7:15:10 PM MST","Female","Pre-Business Economics","N/A","Caucasian","Sophmore","No","No","3.75","Yes","No","Graduate or professional degree","Graduate or professional degree","The high level, pace and rigor of the courses and attempting to learn tons of information in a very short time period","I have never experienced this ","My friends and particularly helpful TAs who went out of their way not just to make sure I was succeeding in their class but also generally happy in life.","Make tests less stressful and ensure that students are aware of how a curve will fall generally so they don't freak out after the first midterm. "
"2020/01/23 7:57:07 PM MST","Male","Political Science","History and Labor Studies","Caucasian","Sophmore","No","No","3.8","Yes","No","Graduate or professional degree","Graduate or professional degree","Many classes are disorganized, with little direction as to what should be done, what will be discussed, what materials should be brought. Office hours are overpopulated and seem like another class period.  ","Suffered from depression that made it difficult to go to class and then felt anxiety about going back after missing.","Clubs and discussion sections provide engagement with others and instructors.","Smaller class sizes"
"2020/01/23 8:17:07 PM MST","Female","Psychology, Sociology","","Caucasian","Sophmore","No","No","3.5","Yes","Yes","High School or Less","High School or Less","The overwhelming amount of coursework.","The subjects are intense sometimes in psychology, triggering certain emotions. ","When I am confused and ask someone else for help in class, sometimes they will refuse to help or look at me like I do not belong in that class, which is discouraging. ","coursework for 10 week classes is too intense at times. "
"2020/01/23 10:17:29 PM MST","Female","Business-Economics","undeclared","Asian","Sophmore","Yes","No","3.3","No","No","Four year college","Four year college","People who are STEM major are very competitive and smart that make me feel pressured and not satisfied with my work and grades ","frequent quizzes and midterms made it challenging for me as a stem major ","there are too many organizations in campus that made me get confused on which one to join therefore less sense of belonging to our campus ","generous curve "
"2020/01/23 10:36:51 PM MST","Female","Business Economics","No","Asian","Freshman","Yes","No","3.89","No","No","Four year college","Four year college","When studying the L'Hospital rule in Math 31B, I feel a little challenge.","The way to think about a question is different between Chinese and Americans.","When my stats TA nicely helped me with the basic opening file step in discussion class.","Try to explain questions with slower pace."
"2020/01/24 2:20:36 AM MST","Female","Mathematics of Computation","Statistics","Latino/Hispanic","Sophmore","No","No","3.04","Yes","Yes","Two year college","High School or Less","Coming from a high school with little STEM classes and preparation, it is difficult to ""keep up"" with other students who have been given these opportunities and have seen the material before. For example, physics and statistics was not offered at my high school.","It is uncommon for people in my culture to be or pursue careers in the STEM field. It is hard and discouraging to pursue a major where you are underrepresented because you have to constantly face adversity.","Being a part of AAP has given me a sense of belonging as it allows me to relate and feel comfortable with other students who are in similar situations as me.","Offering review sessions or study guides for midterms/finals."
"2020/01/24 1:47:28 PM MST","Female","Undeclared Life Science","","Caucasian","Sophmore","Yes","No","3.6","No","No","High School or Less","Graduate or professional degree","We all know that all the professors are very smart but sometimes I feel like they cannot understand that we cannot understand some concept and they do not really know how to go about explaining it to us is a sort of simplified manner. ","I gets very frustrating if I am not able to understand something no matter how hard I try. This field also seem very competitive so you feel very high degree of pressure to do well. ","It makes me feel like I do not belong into STEM classes where everybody around me prides themselves on being pre-med and sort of looks down upon me for not being one. ","Unfortunately, I cannot think of anything..."
"2020/01/24 2:59:34 PM MST","Female","Political Science","Labor and Work Place Studies / Chicanx Studies","Latino/Hispanic","Sophmore","No","No","3.55","Yes","No","Graduate or professional degree","High School or Less","","","",""
"2020/01/24 3:22:48 PM MST","Male","Business Economics","","Latino/Hispanic","Sophmore","Yes","No","3.59","No","No","Graduate or professional degree","Graduate or professional degree","Haven't faced any academic issues that made it challenging for me as a STEM major","As an international student, as soon as I got to UCLA I felt as I didn't belong due to the different culture. This definitely was a challenge for me that may have reflected on my academics.","My extracurricular involvements definitely helped feel more part of the UCLA community","-"
"2020/01/24 3:52:27 PM MST","Female","math/econ","","Asian","Freshman","Yes","No","3.81","No","No","Four year college","Four year college","Since I want to develop my soft skills about how to communicate with others and how to organize events, being a STEM major may take too much of my time to study instead of doing extracurricular activities. ","Generally, people with STEM major are considered to be nerdy. Being in such a community may not good for my development in soft skills and I may stay in my confront zone of studying.","I think I am lack of a sense of belonging. STEM major that is not professional orientated don't have a club in campus. Therefore, people with the same major may not know each other.","create chance of building study group in lower level STEM classes."
"2020/01/24 4:11:41 PM MST","Male","Political Science","","Caucasian","Junior","No","No","3.73","Yes","No","Four year college","Four year college","There are a great deal of non-STEM majors that have a lower division statistics course listed as an undergraduate requirement. This means they fill up rather quickly and the course you get isn't necessarily geared toward your area of study.","Falling behind even slightly in a STEM course basically forces you to make sort of a tactical retreat. If you miss one class, you will probably end up missing more just in an effort to catch up.","Attending professor office hours has given me a sense of belonging on campus. Even if I didn't have specific questions, it was a pleasure. I have found my professors cordial and knowledgeable about current events in their area of study.","I think if you integrated more specialized statistics courses into the undergraduate curriculum that would help redress the issue I outlined in question one."
"2020/01/24 4:14:51 PM MST","Female","Political Science and Communications","Cognitive Science","Asian;Half Indian, half white","Freshman","No","No","4.0","Yes","No","Graduate or professional degree","Graduate or professional degree","I am indeed not a STEM major- but if I wanted to be I couldn't be because my high school did not prepare me for calculus at a college level","Cultural: I am not a STEM major but a lot of STEM majors are hella stuck up and I would assume this makes it a very competitive environment. ","Sense of belonging: so many different people and so many people in general if I don't belong then no one does; lack of it: academic rigor is lacking and many students aren't that smart","Stop affirmative action. Decrease class sizes. Finally, for me as a non-STEM major I think it is really daunting and challenging to have to do things like coding. I am open to it and learning, but a lot of the stats TAs in particular assume we know even the very basics of code like when to use < or what a typical command even is. If courses like stats 10 and other STEM subjects are going to be pre requisites for non-STEM majors then they should be made accessible as such. "
"2020/01/24 4:42:08 PM MST","Female","business economics and communicaitons","","mixed - white and vietnamese","Sophmore","No","No","3.85","Yes","No","Graduate or professional degree","Graduate or professional degree","","I am technically a stem major, but do not feel like one. Maybe people not considering a stem major is a social problem","Someone said ""you're not a STEM major."" Me: ""technically I am"" Friend: ""I'm sorry (my name) I will always think of you as north campus.""","It would be nice if stem professors were more personable"
"2020/01/24 4:42:19 PM MST","Female","Aerospace Engineering","","Caucasian","Senior","No","No","3.2","Yes","No","Four year college","Four year college","The classes for my major tend to be on the theoretical side, rather than hands on. I've had to spend a lot of time in my extracurriculars relearning material and trying to transfer ideas from theory to practical applications.
I have found my major especially challenging and time consuming, which makes it hard to balance with the rest of my life.","Many of the mentors, advisers, and role models within my field are old, white men. Dealing with these microaggressions from people I am supposed to be able to look up to makes it particularly challenging. There have often been situations in which I have had to make myself deliberately less feminine and change my behavior and appearance to gain their respect or approval. There are other situations in which they have, in trying to be polite, have addressed me in a condescending or demeaning manner, often by commenting on my physical appearance while I am trying to have a technical conversation with them.","I am in an engineering club which has a particularly good mentor. He cares about how I'm doing in my personal and academic life and is always willing to lend an ear or give advice. Perhaps the most valuable aspect of his mentorship is he is very aware of the inequalities minority engineers face and actively attempts to address it. He makes me feel seen by acknowledging when someone has done something sexist, tries to help by connecting me with female mentors in my field, and leverages his position as a male and as a university employee to try to make change. While microaggressions from those in my field make me feel like I do not belong, his efforts create an environment in which I feel a sense of belonging.","Having more resources for minority students would be helpful for many STEM majors. While I have been able to find communities in which I am comfortable as a woman (SWE was not a good fit for me), as an LGBTQ STEM major, I still feel somewhat alienated from both the STEM and LGBTQ community."
"2020/01/24 7:44:00 PM MST","Male","Data Theory ","Data Theory ","Asian","Freshman","Yes","No","3.3","No","Yes","High School or Less","High School or Less","The understanding of coding","The teaching style","The beautiful scene of campus make me feel a sense of belonging.",""
"2020/01/25 1:36:39 PM MST","Female","Business Economics","Cognitive Science","Caucasian","Sophmore","No","No","3.9","Yes","No","Graduate or professional degree","Graduate or professional degree","Having two midterms a quarter makes it extremely difficult being a STEM major because we are constantly in a state of testing. Additionally, getting help with math problems when taking math classes has been a struggle.","Dealing with emotional health / general well being has made it difficult being a STEM major because I often have to put my grades above my own mental health, which has caused a very stressful two years and I know so many students that have regular mental breakdowns from not being able to have any free time for themselves.","I joined a finance club, Bruin Asset Management, where everyone seemed to be taking similar hard classes and going through the same things. This provided me with support and a sense of belonging since I could relate to everyone.","Better free tutoring services; reduction of grade deflation; a lot of tests are designed for students to fail and then the class is curved up as a whole but this causes unnecessary stress for all the students and a reduction in this would be extremely beneficial"
"2020/01/25 7:11:58 PM MST","Female","Political Science","","Asian","Sophmore","No","No","3.8","Yes","No","Two year college","Graduate or professional degree","Although I am not a STEM major currently, I did take 7A and had difficulty with studying for the class. It was very different from other stem classes I had taken in the past because it was not very straightforward, it felt like we were learning bio in a way very particular to only this class.","Similarly, the STEM class, 7A, was difficult because it felt like all my peers were gunner pre-med and that kind of stress did not make it enjoyable to learn for those who just like bio for the sake of bio.","Being part of a club like Daily Bruin helped me feel like a sense of belonging at UCLA. Also, classes were we really get to interact with the other students in the class.","I think helping reduce the culture that everyone in STEM is going to fail and they need to fight with their peers for a spot would help minimize all the stress associated with STEM. Also, just having smaller classes in general. Being in Moore with like 300 students, it's hard to make any connection with the class or professors. "
